order_id,order_date,state,region,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned
ORD-100160,2023-08-23,Kaduna,North-West,WhatsApp Commerce,Beauty,MAC Foundation Stick,12108.92,1,15,10292.58,Card,20.0,Female,VIP,3.0,3.0,False
ORD-100161,2023-08-24,Lagos,South-West,Konga,Groceries,Golden Penny Rice 25kg,2727.52,2,0,5455.04,USSD,17.0,Male,Regular,1.0,1.0,False
ORD-100162,2023-08-25,Enugu,South-East,Jiji,Furniture,Computer Work Desk,430090.37,2,10,774162.67,Card,37.0,Female,VIP,1.0,7.0,False
ORD-100163,2023-08-27,Rivers,South-South,Flutterwave Store,Phones & Tablets,Tecno Spark 20 Pro,582398.29,1,15,495038.55,POS,63.0,Female,VIP,4.0,4.0,False
ORD-100164,2023-08-28,Abuja,North-Central,Jiji,Electronics,Scanfrost Refrigerator,212351.36,1,15,180498.66,USSD,17.0,Female,Premium,4.0,1.0,False
ORD-100165,2023-08-30,Lagos,South-West,Jumia,Furniture,Glass Centre Table,156701.18,1,20,125360.94,USSD,25.0,Female,New,1.0,8.0,False
ORD-100166,2023-08-31,Enugu,South-East,Konga,Phones & Tablets,Samsung Galaxy A55,731409.41,5,10,3291342.34,POS,49.0,Male,Regular,1.0,12.0,False
ORD-100167,2023-09-02,Kaduna,North-West,WhatsApp Commerce,Books,ICAN Study Pack,1687.09,1,0,1687.09,POS,31.0,Female,Regular,2.0,6.0,False
ORD-100168,2023-09-03,Kaduna,North-West,Jumia,Furniture,Wardrobe 4-Door Mahogany,76997.11,1,20,61597.69,Bank Transfer,63.0,Female,Regular,2.0,6.0,False
ORD-100169,2023-09-05,Delta,South-South,Jumia,Sports,Yoga Mat Non-Slip,48820.73,2,0,97641.46,POS,54.0,Male,New,1.0,2.0,False
ORD-100170,2023-09-06,Enugu,South-East,Konga,Electronics,LG Air Conditioner 1.5HP,56686.58,3,20,136047.79,Pay on Delivery,37.0,Male,Premium,,1.0,False
ORD-100171,2023-09-08,Oyo,South-West,WhatsApp Commerce,Phones & Tablets,Tecno Spark 20 Pro,766658.01,1,10,689992.21,POS,27.0,Female,Regular,5.0,13.0,False
ORD-100172,2023-09-09,Kano,North-West,Flutterwave Store,Phones & Tablets,Samsung Galaxy A55,645461.83,1,0,645461.83,Pay on Delivery,39.0,Male,New,,2.0,False
ORD-100173,2023-09-11,Rivers,South-South,WhatsApp Commerce,Phones & Tablets,Samsung Galaxy A55,233121.73,1,10,209809.56,POS,62.0,Female,VIP,4.0,4.0,False
ORD-100174,2023-09-12,Enugu,South-East,Jiji,Books,WAEC Past Questions 2024,7556.39,5,10,34003.76,Bank Transfer,55.0,Male,Regular,1.0,2.0,False
ORD-100175,2023-09-14,Delta,South-South,Jumia,Furniture,Computer Work Desk,491606.99,3,0,1474820.97,Pay on Delivery,53.0,Male,Regular,3.0,1.0,False
ORD-100176,2023-09-15,Kano,North-West,Jiji,Books,ACCA F3 Textbook,10749.35,3,0,32248.05,Card,25.0,Female,Premium,1.0,7.0,True
ORD-100177,2023-09-16,Kano,North-West,Flutterwave Store,Beauty,Nivea Fair & Lovely,15339.32,1,10,13805.39,Pay on Delivery,50.0,Male,Regular,2.0,11.0,True
ORD-100178,2023-09-18,Lagos,South-West,Jiji,Fashion,Ankara Midi Dress,40908.27,1,10,36817.44,Bank Transfer,64.0,Female,Regular,3.0,11.0,False
ORD-100179,2023-09-19,Kano,North-West,WhatsApp Commerce,Fashion,Ankara Midi Dress,44540.36,3,10,120258.97,Pay on Delivery,,Male,VIP,2.0,12.0,False
ORD-100180,2023-09-21,Oyo,South-West,Jiji,Beauty,Nivea Fair & Lovely,18789.14,1,0,18789.14,POS,22.0,Female,New,5.0,8.0,False
ORD-100181,2023-09-22,Kaduna,North-West,Flutterwave Store,Furniture,Wardrobe 4-Door Mahogany,55868.54,1,10,50281.69,POS,,Male,New,2.0,6.0,False
ORD-100182,2023-09-24,Delta,South-South,Flutterwave Store,Sports,Adidas Running Sneakers,49984.89,2,10,89972.8,Bank Transfer,35.0,Male,Premium,5.0,4.0,False
ORD-100183,2023-09-25,Kano,North-West,Flutterwave Store,Books,WAEC Past Questions 2024,10248.52,1,5,9736.09,USSD,41.0,Male,VIP,5.0,6.0,True
ORD-100184,2023-09-27,Lagos,South-West,WhatsApp Commerce,Electronics,Hisense Chest Freezer,92240.68,5,0,461203.4,POS,19.0,Male,New,2.0,3.0,True
ORD-100185,2023-09-28,Oyo,South-West,Flutterwave Store,Phones & Tablets,iPhone 15 128GB,670441.53,5,0,3352207.65,Card,61.0,Male,VIP,2.0,12.0,False
ORD-100186,2023-09-30,Abuja,North-Central,Jumia,Phones & Tablets,Infinix Hot 40 Pro,127059.15,1,0,127059.15,Bank Transfer,37.0,Female,New,5.0,8.0,False
ORD-100187,2023-10-01,Kaduna,North-West,Flutterwave Store,Furniture,Wardrobe 4-Door Mahogany,47299.04,3,5,134802.26,Pay on Delivery,30.0,Male,VIP,3.0,10.0,False
ORD-100188,2023-10-03,Kaduna,North-West,Jiji,Sports,Kettlebell 20kg,47938.6,2,0,95877.2,Pay on Delivery,55.0,Female,Premium,5.0,13.0,False
ORD-100189,2023-10-04,Delta,South-South,Jiji,Fashion,Female Aso-Oke,4061.11,2,20,6497.78,Card,36.0,Female,Regular,4.0,13.0,False
ORD-100190,2023-10-05,Kaduna,North-West,Jiji,Fashion,Ankara Midi Dress,43183.99,2,10,77731.18,POS,30.0,Female,Premium,5.0,2.0,False
ORD-100191,2023-10-07,Kano,North-West,WhatsApp Commerce,Phones & Tablets,Xiaomi Redmi Note 13,667047.36,1,5,633694.99,Bank Transfer,37.0,Male,New,3.0,5.0,False
ORD-100192,2023-10-08,Lagos,South-West,Jiji,Furniture,L-Shape Office Sofa,405365.6,1,20,324292.48,Card,43.0,Female,Premium,4.0,1.0,False
ORD-100193,2023-10-10,Kaduna,North-West,WhatsApp Commerce,Books,ACCA F3 Textbook,8001.6,2,10,14402.88,POS,29.0,Male,Regular,1.0,6.0,False
ORD-100194,2023-10-11,Kaduna,North-West,WhatsApp Commerce,Fashion,Men Agbada Set,11693.77,2,0,23387.54,Bank Transfer,42.0,Female,Premium,1.0,2.0,False
ORD-100195,2023-10-13,Abuja,North-Central,Flutterwave Store,Books,WAEC Past Questions 2024,6797.21,1,15,5777.63,Pay on Delivery,56.0,Female,New,3.0,4.0,False
ORD-100196,2023-10-14,Abuja,North-Central,Jumia,Sports,Football Jersey Nigeria,72881.07,5,5,346185.08,Bank Transfer,55.0,Female,New,5.0,6.0,False
ORD-100197,2023-10-16,Rivers,South-South,Flutterwave Store,Fashion,Female Aso-Oke,24813.84,2,0,49627.68,USSD,43.0,Female,Premium,2.0,10.0,False
ORD-100198,2023-10-17,Oyo,South-West,Flutterwave Store,Fashion,Men Agbada Set,13559.92,4,5,51527.7,Bank Transfer,41.0,Female,Regular,3.0,11.0,False
ORD-100199,2023-10-19,Kano,North-West,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,4364.36,2,5,8292.28,USSD,64.0,Male,Premium,4.0,8.0,False
ORD-100200,2023-10-20,Kaduna,North-West,WhatsApp Commerce,Fashion,Female Gele Headtie,23375.42,2,0,46750.84,Bank Transfer,17.0,Female,Regular,4.0,12.0,False
ORD-100201,2023-10-22,Enugu,South-East,Jiji,Beauty,MAC Foundation Stick,24911.33,4,0,99645.32,USSD,40.0,Female,VIP,1.0,8.0,True
ORD-100202,2023-10-23,Kaduna,North-West,Jiji,Electronics,LG Air Conditioner 1.5HP,315641.11,1,0,315641.11,Pay on Delivery,18.0,Male,Regular,4.0,11.0,False
ORD-100203,2023-10-24,Lagos,South-West,Flutterwave Store,Beauty,Nivea Fair & Lovely,12013.81,5,10,54062.14,POS,23.0,Male,VIP,3.0,6.0,True
ORD-100204,2023-10-26,Rivers,South-South,Konga,Furniture,Glass Centre Table,320895.26,4,5,1219401.99,USSD,59.0,Male,Premium,4.0,4.0,False
ORD-100205,2023-10-27,Oyo,South-West,Konga,Furniture,Glass Centre Table,380239.01,3,10,1026645.33,USSD,48.0,Female,Regular,3.0,8.0,False
ORD-100206,2023-10-29,Enugu,South-East,Jiji,Books,Nigerian Law Reports Vol 12,1576.54,3,15,4020.18,Pay on Delivery,57.0,Female,VIP,2.0,13.0,True
ORD-100207,2023-10-30,Rivers,South-South,Konga,Beauty,Maybelline Mascara,22457.1,1,0,22457.1,USSD,50.0,Female,VIP,1.0,8.0,False
ORD-100208,2023-11-01,Delta,South-South,Jiji,Beauty,Neutrogena Body Lotion,21615.07,2,10,38907.13,Card,21.0,Female,VIP,4.0,10.0,True
ORD-100209,2023-11-02,Oyo,South-West,WhatsApp Commerce,Beauty,Neutrogena Body Lotion,11869.86,1,0,11869.86,Pay on Delivery,54.0,Female,New,3.0,1.0,False
ORD-100210,2023-11-04,Kaduna,North-West,Flutterwave Store,Sports,Yoga Mat Non-Slip,48766.86,1,10,43890.17,Card,,Female,Premium,5.0,4.0,False
ORD-100211,2023-11-05,Kaduna,North-West,Jumia,Fashion,Female Gele Headtie,14100.77,2,0,28201.54,Pay on Delivery,40.0,Male,VIP,1.0,4.0,False
ORD-100212,2023-11-07,Oyo,South-West,Flutterwave Store,Electronics,Sony Home Theatre,174686.74,2,0,349373.48,USSD,58.0,Male,Regular,2.0,7.0,False
ORD-100213,2023-11-08,Kaduna,North-West,Jiji,Books,ICAN Study Pack,1679.27,4,0,6717.08,Card,34.0,Female,VIP,3.0,11.0,False
ORD-100214,2023-11-10,Kano,North-West,Jiji,Beauty,Neutrogena Body Lotion,21423.08,1,0,21423.08,USSD,20.0,Female,New,2.0,7.0,False
ORD-100215,2023-11-11,Oyo,South-West,Flutterwave Store,Beauty,Dark & Lovely Relaxer,1657.22,4,0,6628.88,Pay on Delivery,26.0,Female,Premium,2.0,13.0,True
ORD-100216,2023-11-12,Rivers,South-South,Jiji,Groceries,Indomie Noodles Carton,2967.89,5,0,14839.45,USSD,27.0,Female,New,4.0,11.0,False
ORD-100217,2023-11-14,Oyo,South-West,Konga,Books,Nigerian Law Reports Vol 12,11261.17,4,0,45044.68,Card,25.0,Female,New,4.0,8.0,True
ORD-100218,2023-11-15,Enugu,South-East,Konga,Beauty,MAC Foundation Stick,18592.15,2,5,35325.08,Card,23.0,Male,New,3.0,11.0,False
ORD-100219,2023-11-17,Kaduna,North-West,Jiji,Books,JAMB CBT Practice Book,4239.02,2,10,7630.24,USSD,39.0,Male,Regular,5.0,5.0,False
ORD-100220,2023-11-18,Kano,North-West,Jiji,Fashion,Men Native Senator,13237.59,4,0,52950.36,Bank Transfer,43.0,Female,Premium,3.0,7.0,True
ORD-100221,2023-11-20,Kano,North-West,Konga,Groceries,Honeywell Flour 10kg,538.12,1,0,538.12,Pay on Delivery,56.0,Male,Premium,5.0,8.0,False
ORD-100222,2023-11-21,Delta,South-South,Jiji,Books,ICAN Study Pack,8713.71,2,0,17427.42,Pay on Delivery,51.0,Female,Regular,2.0,9.0,True
ORD-100223,2023-11-23,Rivers,South-South,Jiji,Electronics,Sony Home Theatre,31342.5,1,0,31342.5,USSD,52.0,Female,Premium,1.0,3.0,False
ORD-100224,2023-11-24,Abuja,North-Central,Flutterwave Store,Electronics,"Samsung Smart TV 55""",193421.84,1,5,183750.75,Bank Transfer,36.0,Female,New,3.0,3.0,False
ORD-100225,2023-11-26,Abuja,North-Central,Jumia,Furniture,Glass Centre Table,482007.94,4,10,1735228.58,Card,23.0,Male,Premium,3.0,4.0,False
ORD-100226,2023-11-27,Oyo,South-West,Konga,Groceries,Dangote Semolina 10kg,1321.02,2,5,2509.94,POS,,Male,Regular,5.0,5.0,False
ORD-100227,2023-11-29,Delta,South-South,Flutterwave Store,Groceries,Golden Penny Rice 25kg,7208.6,2,0,14417.2,POS,62.0,Female,New,2.0,10.0,False
ORD-100228,2023-11-30,Lagos,South-West,Jumia,Furniture,Glass Centre Table,495950.78,2,20,793521.25,USSD,30.0,Male,Regular,2.0,1.0,False
ORD-100229,2023-12-02,Oyo,South-West,Jiji,Books,JAMB CBT Practice Book,1864.38,3,0,5593.14,Bank Transfer,63.0,Male,VIP,5.0,7.0,False
ORD-100230,2023-12-03,Delta,South-South,Jiji,Groceries,Indomie Noodles Carton,7121.8,1,0,7121.8,Bank Transfer,61.0,Female,New,2.0,9.0,False
ORD-100231,2023-12-04,Rivers,South-South,Flutterwave Store,Electronics,Hisense Chest Freezer,187886.47,1,15,159703.5,Pay on Delivery,55.0,Male,New,4.0,8.0,False
ORD-100232,2023-12-06,Rivers,South-South,Jiji,Electronics,Sony Home Theatre,318682.1,3,0,956046.3,Card,33.0,Male,Premium,1.0,5.0,False
ORD-100233,2023-12-07,Rivers,South-South,WhatsApp Commerce,Beauty,Maybelline Mascara,14625.92,2,20,23401.47,Bank Transfer,57.0,Female,New,3.0,4.0,False
ORD-100234,2023-12-09,Rivers,South-South,Flutterwave Store,Fashion,Men Agbada Set,30639.76,2,0,61279.52,POS,35.0,Female,Regular,1.0,12.0,True
ORD-100235,2023-12-10,Rivers,South-South,Jumia,Groceries,Honeywell Flour 10kg,4578.34,5,5,21747.12,Card,,Male,Premium,3.0,7.0,False
ORD-100236,2023-12-12,Delta,South-South,Flutterwave Store,Books,ICAN Study Pack,10536.52,2,20,16858.43,Card,27.0,Female,VIP,4.0,5.0,False
ORD-100237,2023-12-13,Delta,South-South,Konga,Furniture,Wardrobe 4-Door Mahogany,373607.21,2,10,672492.98,USSD,17.0,Male,Regular,2.0,7.0,False
ORD-100238,2023-12-15,Kano,North-West,Flutterwave Store,Furniture,6ft Orthopedic Mattress,272598.65,3,0,817795.95,Bank Transfer,22.0,Female,VIP,5.0,12.0,False
ORD-100239,2023-12-16,Enugu,South-East,Jiji,Books,ACCA F3 Textbook,10576.14,1,10,9518.53,USSD,31.0,Female,VIP,4.0,1.0,False
ORD-100240,2023-12-18,Abuja,North-Central,Jiji,Sports,Adidas Running Sneakers,31698.41,2,5,60226.98,Bank Transfer,18.0,Female,VIP,1.0,1.0,True
ORD-100241,2023-12-19,Kaduna,North-West,WhatsApp Commerce,Phones & Tablets,iPhone 15 128GB,155365.6,4,0,621462.4,Pay on Delivery,60.0,Female,New,5.0,10.0,False
ORD-100242,2023-12-21,Rivers,South-South,WhatsApp Commerce,Fashion,Ankara Midi Dress,9317.0,2,20,14907.2,USSD,18.0,Male,Regular,,13.0,False
ORD-100243,2023-12-22,Lagos,South-West,WhatsApp Commerce,Furniture,L-Shape Office Sofa,183654.22,1,10,165288.8,USSD,42.0,Female,Regular,4.0,3.0,False
ORD-100244,2023-12-23,Kaduna,North-West,Jumia,Groceries,Titus Sardine 50pcs,2290.18,5,10,10305.81,POS,58.0,Female,New,5.0,11.0,False
ORD-100245,2023-12-25,Delta,South-South,WhatsApp Commerce,Fashion,Female Aso-Oke,42028.84,5,0,210144.2,USSD,55.0,Female,Premium,4.0,2.0,False
ORD-100246,2023-12-26,Lagos,South-West,Jumia,Groceries,Honeywell Flour 10kg,1293.76,1,20,1035.01,Bank Transfer,53.0,Male,VIP,4.0,2.0,False
ORD-100247,2023-12-28,Lagos,South-West,WhatsApp Commerce,Sports,Yoga Mat Non-Slip,84781.92,2,0,169563.84,POS,48.0,Male,Regular,2.0,7.0,False
ORD-100248,2023-12-29,Lagos,South-West,Jumia,Electronics,Scanfrost Refrigerator,78389.22,3,0,235167.66,USSD,43.0,Female,New,3.0,12.0,False
ORD-100249,2023-12-31,Kano,North-West,Flutterwave Store,Fashion,Female Aso-Oke,39969.58,1,10,35972.62,USSD,16.0,Female,VIP,5.0,10.0,False
ORD-100250,2024-01-01,Delta,South-South,Flutterwave Store,Beauty,Neutrogena Body Lotion,24063.83,1,0,24063.83,Pay on Delivery,23.0,Female,Premium,2.0,2.0,False
ORD-100251,2024-01-03,Lagos,South-West,Jiji,Furniture,L-Shape Office Sofa,246098.25,1,0,246098.25,USSD,52.0,Female,Premium,4.0,11.0,False
ORD-100252,2024-01-04,Rivers,South-South,Jumia,Fashion,Men Agbada Set,39860.54,2,0,79721.08,Card,,Female,VIP,2.0,4.0,False
ORD-100253,2024-01-06,Oyo,South-West,Konga,Fashion,Female Gele Headtie,2718.67,2,10,4893.61,POS,63.0,Female,Premium,3.0,2.0,False
ORD-100254,2024-01-07,Lagos,South-West,Jiji,Fashion,Men Agbada Set,37347.74,1,5,35480.35,Card,58.0,Male,Regular,5.0,6.0,False
ORD-100255,2024-01-09,Kano,North-West,Flutterwave Store,Phones & Tablets,iPhone 15 128GB,209898.25,1,10,188908.42,POS,52.0,Female,Regular,3.0,8.0,False
ORD-100256,2024-01-10,Kaduna,North-West,Jumia,Fashion,Men Agbada Set,41119.81,3,0,123359.43,Pay on Delivery,19.0,Female,Regular,1.0,10.0,False
ORD-100257,2024-01-11,Delta,South-South,WhatsApp Commerce,Groceries,Titus Sardine 50pcs,508.4,1,20,406.72,USSD,45.0,Female,Premium,5.0,4.0,False
ORD-100258,2024-01-13,Enugu,South-East,Konga,Electronics,LG Air Conditioner 1.5HP,201320.88,4,15,684490.99,USSD,21.0,Female,Regular,3.0,5.0,False
ORD-100259,2024-01-14,Kano,North-West,Flutterwave Store,Sports,Football Jersey Nigeria,91526.39,4,5,347800.28,USSD,61.0,Female,New,4.0,4.0,False
ORD-100260,2024-01-16,Lagos,South-West,Jiji,Books,WAEC Past Questions 2024,3993.83,2,0,7987.66,POS,34.0,Female,Regular,5.0,3.0,False
ORD-100261,2024-01-17,Delta,South-South,Jumia,Fashion,Female Gele Headtie,10708.15,1,5,10172.74,USSD,47.0,Male,Regular,5.0,5.0,False
ORD-100262,2024-01-19,Oyo,South-West,Konga,Furniture,6ft Orthopedic Mattress,64946.66,4,20,207829.31,Card,24.0,Male,Premium,,9.0,True
ORD-100263,2024-01-20,Lagos,South-West,Jumia,Fashion,Ankara Midi Dress,16373.43,2,0,32746.86,USSD,27.0,Male,Regular,4.0,8.0,False
ORD-100264,2024-01-22,Kano,North-West,WhatsApp Commerce,Furniture,6ft Orthopedic Mattress,290926.05,4,20,930963.36,Pay on Delivery,26.0,Male,VIP,1.0,8.0,False
ORD-100265,2024-01-23,Abuja,North-Central,Jiji,Groceries,Indomie Noodles Carton,1368.83,4,0,5475.32,Card,61.0,Male,New,3.0,8.0,False
ORD-100266,2024-01-25,Rivers,South-South,Jumia,Furniture,Glass Centre Table,203930.3,4,5,774935.14,USSD,31.0,Male,Premium,2.0,12.0,False
ORD-100267,2024-01-26,Enugu,South-East,Flutterwave Store,Beauty,Neutrogena Body Lotion,1019.55,5,0,5097.75,USSD,16.0,Female,New,3.0,8.0,False
ORD-100268,2024-01-28,Kaduna,North-West,Jiji,Books,Nigerian Law Reports Vol 12,10041.74,1,0,10041.74,Bank Transfer,60.0,Female,VIP,1.0,7.0,False
ORD-100269,2024-01-29,Kano,North-West,Flutterwave Store,Electronics,Sony Home Theatre,58030.32,1,0,58030.32,POS,36.0,Female,Premium,1.0,8.0,False
ORD-100270,2024-01-30,Delta,South-South,Jumia,Furniture,Wardrobe 4-Door Mahogany,159587.9,2,10,287258.22,Card,45.0,Female,Premium,5.0,11.0,False
ORD-100271,2024-02-01,Enugu,South-East,Jiji,Furniture,L-Shape Office Sofa,33753.17,1,10,30377.85,Bank Transfer,28.0,Female,Regular,1.0,8.0,False
ORD-100272,2024-02-02,Enugu,South-East,Flutterwave Store,Electronics,Hisense Chest Freezer,159800.66,5,15,679152.8,Pay on Delivery,49.0,Female,New,3.0,13.0,True
ORD-100273,2024-02-04,Enugu,South-East,WhatsApp Commerce,Books,ICAN Study Pack,10273.31,2,15,17464.63,POS,19.0,Male,VIP,,8.0,False
ORD-100274,2024-02-05,Lagos,South-West,WhatsApp Commerce,Fashion,Ankara Midi Dress,19166.43,2,0,38332.86,Card,43.0,Female,VIP,4.0,12.0,False
ORD-100275,2024-02-07,Rivers,South-South,Jumia,Furniture,L-Shape Office Sofa,110261.23,2,15,187444.09,USSD,53.0,Male,Premium,5.0,10.0,False
ORD-100276,2024-02-08,Lagos,South-West,Jiji,Electronics,Sony Home Theatre,267489.11,3,20,641973.86,Card,46.0,Male,Regular,3.0,7.0,True
ORD-100277,2024-02-10,Delta,South-South,Konga,Beauty,Dark & Lovely Relaxer,19889.13,4,5,75578.69,USSD,42.0,Female,Premium,3.0,12.0,False
ORD-100278,2024-02-11,Lagos,South-West,Jiji,Beauty,Dark & Lovely Relaxer,5004.83,3,0,15014.49,POS,20.0,Female,Premium,,1.0,False
ORD-100279,2024-02-13,Abuja,North-Central,WhatsApp Commerce,Groceries,Dangote Semolina 10kg,6281.41,1,20,5025.13,USSD,40.0,Female,Premium,3.0,4.0,False
ORD-100280,2024-02-14,Rivers,South-South,Flutterwave Store,Electronics,Sony Home Theatre,332344.79,2,0,664689.58,Pay on Delivery,18.0,Female,Premium,2.0,13.0,False
ORD-100281,2024-02-16,Rivers,South-South,Konga,Groceries,Titus Sardine 50pcs,1747.83,5,0,8739.15,USSD,48.0,Female,VIP,1.0,13.0,False
ORD-100282,2024-02-17,Delta,South-South,Jumia,Beauty,Dark & Lovely Relaxer,19457.82,2,0,38915.64,Pay on Delivery,19.0,Female,VIP,2.0,4.0,False
ORD-100283,2024-02-19,Kaduna,North-West,Konga,Books,WAEC Past Questions 2024,8852.58,1,20,7082.06,POS,40.0,Female,Premium,5.0,5.0,False
ORD-100284,2024-02-20,Abuja,North-Central,Jumia,Fashion,Female Gele Headtie,22626.89,4,0,90507.56,POS,35.0,Male,Premium,4.0,10.0,True
ORD-100285,2024-02-21,Kano,North-West,Konga,Electronics,Sony Home Theatre,34403.35,1,0,34403.35,Card,49.0,Female,Regular,5.0,6.0,False
ORD-100286,2024-02-23,Lagos,South-West,Jumia,Sports,Treadmill Manual,11739.25,2,0,23478.5,Pay on Delivery,41.0,Female,Premium,4.0,4.0,False
ORD-100287,2024-02-24,Oyo,South-West,Jumia,Beauty,Maybelline Mascara,21428.43,4,5,81428.03,Pay on Delivery,20.0,Male,VIP,5.0,2.0,False
ORD-100288,2024-02-26,Lagos,South-West,Konga,Beauty,Maybelline Mascara,24761.59,3,15,63142.05,Bank Transfer,50.0,Female,New,3.0,6.0,True
ORD-100289,2024-02-27,Enugu,South-East,Konga,Sports,Yoga Mat Non-Slip,82098.11,3,5,233979.61,Bank Transfer,43.0,Female,VIP,2.0,8.0,True
ORD-100290,2024-02-29,Lagos,South-West,Jumia,Phones & Tablets,Samsung Galaxy A55,376158.1,2,15,639468.77,Bank Transfer,44.0,Male,Regular,4.0,8.0,False
ORD-100291,2024-03-01,Kano,North-West,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,16471.28,3,0,49413.84,USSD,24.0,Female,VIP,1.0,7.0,False
ORD-100292,2024-03-03,Lagos,South-West,Konga,Furniture,L-Shape Office Sofa,307338.03,2,0,614676.06,Bank Transfer,53.0,Female,New,2.0,6.0,False
ORD-100293,2024-03-04,Abuja,North-Central,Jiji,Books,ACCA F3 Textbook,5343.01,1,0,5343.01,Pay on Delivery,21.0,Female,Premium,1.0,2.0,False
ORD-100294,2024-03-06,Abuja,North-Central,Flutterwave Store,Electronics,"Samsung Smart TV 55""",36984.76,1,0,36984.76,USSD,34.0,Female,New,2.0,7.0,False
ORD-100295,2024-03-07,Rivers,South-South,Jumia,Sports,Yoga Mat Non-Slip,99117.01,1,20,79293.61,POS,59.0,Female,Premium,2.0,11.0,False
ORD-100296,2024-03-09,Delta,South-South,Jumia,Furniture,L-Shape Office Sofa,201620.93,4,15,685511.16,Card,26.0,Female,Premium,5.0,12.0,False
ORD-100297,2024-03-10,Kaduna,North-West,Flutterwave Store,Sports,Adidas Running Sneakers,98797.92,1,20,79038.34,Bank Transfer,17.0,Male,VIP,4.0,5.0,False
ORD-100298,2024-03-11,Oyo,South-West,WhatsApp Commerce,Electronics,LG Air Conditioner 1.5HP,99590.43,5,0,497952.15,POS,,Female,VIP,4.0,6.0,False
ORD-100299,2024-03-13,Enugu,South-East,Flutterwave Store,Groceries,Indomie Noodles Carton,507.72,1,0,507.72,Pay on Delivery,59.0,Female,VIP,2.0,10.0,False
ORD-100300,2024-03-14,Lagos,South-West,Konga,Electronics,Hisense Chest Freezer,68244.32,1,10,61419.89,Card,59.0,Male,Regular,3.0,8.0,True
ORD-100301,2024-03-16,Lagos,South-West,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,393432.65,2,5,747522.04,POS,24.0,Male,VIP,3.0,8.0,False
ORD-100302,2024-03-17,Kano,North-West,Jumia,Electronics,"Samsung Smart TV 55""",331341.72,1,5,314774.63,Card,36.0,Female,Regular,1.0,3.0,False
ORD-100303,2024-03-19,Delta,South-South,Flutterwave Store,Electronics,"Samsung Smart TV 55""",49234.86,5,0,246174.3,Bank Transfer,39.0,Male,VIP,1.0,12.0,False
ORD-100304,2024-03-20,Abuja,North-Central,Jiji,Phones & Tablets,Infinix Hot 40 Pro,688470.48,5,0,3442352.4,Pay on Delivery,49.0,Female,Premium,5.0,12.0,False
ORD-100305,2024-03-22,Oyo,South-West,Konga,Books,WAEC Past Questions 2024,6891.86,5,15,29290.4,Card,37.0,Female,Regular,2.0,7.0,False
ORD-100306,2024-03-23,Rivers,South-South,Flutterwave Store,Beauty,Nivea Fair & Lovely,20787.28,1,10,18708.55,POS,18.0,Male,New,1.0,1.0,False
ORD-100307,2024-03-25,Abuja,North-Central,Jumia,Electronics,Hisense Chest Freezer,114955.43,1,10,103459.89,Bank Transfer,27.0,Female,Regular,,1.0,False
ORD-100308,2024-03-26,Enugu,South-East,Konga,Phones & Tablets,Samsung Galaxy A55,677559.58,1,20,542047.66,Bank Transfer,43.0,Female,Regular,2.0,7.0,False
ORD-100309,2024-03-28,Delta,South-South,Jumia,Furniture,Glass Centre Table,392090.82,2,5,744972.56,POS,45.0,Male,New,5.0,10.0,False
ORD-100310,2024-03-29,Enugu,South-East,WhatsApp Commerce,Groceries,Indomie Noodles Carton,2225.4,2,0,4450.8,POS,41.0,Male,Regular,1.0,9.0,True
ORD-100311,2024-03-30,Kaduna,North-West,Jiji,Groceries,Indomie Noodles Carton,1485.01,1,0,1485.01,Card,63.0,Male,Premium,5.0,7.0,True
ORD-100312,2024-04-01,Rivers,South-South,WhatsApp Commerce,Electronics,LG Air Conditioner 1.5HP,305798.2,5,0,1528991.0,USSD,36.0,Male,VIP,4.0,10.0,False
ORD-100313,2024-04-02,Kaduna,North-West,Jiji,Books,ACCA F3 Textbook,11602.96,1,20,9282.37,Bank Transfer,43.0,Female,New,5.0,5.0,False
ORD-100314,2024-04-04,Kano,North-West,Flutterwave Store,Books,Nigerian Law Reports Vol 12,1538.06,2,0,3076.12,Card,,Male,VIP,3.0,8.0,False
ORD-100315,2024-04-05,Enugu,South-East,Konga,Furniture,6ft Orthopedic Mattress,372353.28,2,0,744706.56,POS,48.0,Male,Premium,3.0,2.0,False
ORD-100316,2024-04-07,Kano,North-West,Flutterwave Store,Electronics,Sony Home Theatre,319690.71,4,20,1023010.27,Card,36.0,Male,New,,9.0,False
ORD-100317,2024-04-08,Lagos,South-West,Jiji,Groceries,Indomie Noodles Carton,6930.2,1,0,6930.2,POS,50.0,Male,VIP,3.0,6.0,False
ORD-100318,2024-04-10,Kaduna,North-West,Jiji,Books,ACCA F3 Textbook,11616.82,1,0,11616.82,Pay on Delivery,49.0,Male,VIP,4.0,13.0,False
ORD-100319,2024-04-11,Delta,South-South,Jiji,Electronics,Hisense Chest Freezer,269631.52,1,0,269631.52,POS,,Female,Premium,2.0,9.0,False
ORD-100320,2024-04-13,Enugu,South-East,Jumia,Sports,Adidas Running Sneakers,54748.96,1,15,46536.62,POS,62.0,Male,VIP,3.0,2.0,False
